,Player Name,Seasons in NBA,First Season Played,Last Season Played,Birthdate,Birth City,Birth State or Country,College Name,Draft Number Picked,Draft Round,Draft Team,Draft Year,Team (3 Letter),Age,Player Height,Player Weight,Season,Salary
34,Derrick Coleman,15,1991,2005,1967-06-21,Mobile,Alabama,Syracuse University,1st overall,1st round,New Jersey Nets,1990,CHH,34.0,208.28,122.46984,2000-01,8000000.0
35,Derrick Coleman,15,1991,2005,1967-06-21,Mobile,Alabama,Syracuse University,1st overall,1st round,New Jersey Nets,1990,PHI,35.0,208.28,122.46984,2001-02,8710000.0
36,Derrick Coleman,15,1991,2005,1967-06-21,Mobile,Alabama,Syracuse University,1st overall,1st round,New Jersey Nets,1990,PHI,36.0,208.28,122.46984,2002-03,9380000.0
37,Derrick Coleman,15,1991,2005,1967-06-21,Mobile,Alabama,Syracuse University,1st overall,1st round,New Jersey Nets,1990,PHI,37.0,208.28,122.46984,2003-04,4000000.0
38,Derrick Coleman,15,1991,2005,1967-06-21,Mobile,Alabama,Syracuse University,1st overall,1st round,New Jersey Nets,1990,DET,38.0,208.28,122.46984,2004-05,4500000.0
39,DeMarcus Cousins,11,2011,2022,1990-08-13,Mobile,Alabama,University of Kentucky,5th overall,1st round,Sacramento Kings,2010,SAC,20.0,210.82,122.46984,2010-11,3374640.0
40,DeMarcus Cousins,11,2011,2022,1990-08-13,Mobile,Alabama,University of Kentucky,5th overall,1st round,Sacramento Kings,2010,SAC,21.0,210.82,122.46984,2011-12,3627720.0
41,DeMarcus Cousins,11,2011,2022,1990-08-13,Mobile,Alabama,University of Kentucky,5th overall,1st round,Sacramento Kings,2010,SAC,22.0,210.82,122.46984,2012-13,3880800.0
42,DeMarcus Cousins,11,2011,2022,1990-08-13,Mobile,Alabama,University of Kentucky,5th overall,1st round,Sacramento Kings,2010,SAC,23.0,210.82,122.46984,2013-14,4916973.0
43,DeMarcus Cousins,11,2011,2022,1990-08-13,Mobile,Alabama,University of Kentucky,5th overall,1st round,Sacramento Kings,2010,SAC,24.0,210.82,122.46984,2014-15,13701250.0
44,DeMarcus Cousins,11,2011,2022,1990-08-13,Mobile,Alabama,University of Kentucky,5th overall,1st round,Sacramento Kings,2010,SAC,25.0,210.82,122.46984,2015-16,14728844.0
45,DeMarcus Cousins,11,2011,2022,1990-08-13,Mobile,Alabama,University of Kentucky,5th overall,1st round,Sacramento Kings,2010,NOP,26.0,210.82,122.46984,2016-17,15756438.0
46,DeMarcus Cousins,11,2011,2022,1990-08-13,Mobile,Alabama,University of Kentucky,5th overall,1st round,Sacramento Kings,2010,NOP,27.0,210.82,122.46984,2017-18,18063850.0
47,DeMarcus Cousins,11,2011,2022,1990-08-13,Mobile,Alabama,University of Kentucky,5th overall,1st round,Sacramento Kings,2010,GSW,28.0,210.82,122.46984,2018-19,5337000.0
48,Michael Curry,11,1994,2005,1968-08-22,Anniston,Alabama,Georgia Southern University,,,,,DET,31.0,195.58,102.965384,1999-00,
49,Michael Curry,11,1994,2005,1968-08-22,Anniston,Alabama,Georgia Southern University,,,,,DET,32.0,195.58,95.25432,2000-01,2200000.0
50,Michael Curry,11,1994,2005,1968-08-22,Anniston,Alabama,Georgia Southern University,,,,,DET,33.0,195.58,95.25432,2001-02,2400000.0
51,Michael Curry,11,1994,2005,1968-08-22,Anniston,Alabama,Georgia Southern University,,,,,DET,34.0,195.58,95.25432,2002-03,2600000.0
52,Michael Curry,11,1994,2005,1968-08-22,Anniston,Alabama,Georgia Southern University,,,,,TOR,35.0,195.58,95.25432,2003-04,2800000.0
53,Michael Curry,11,1994,2005,1968-08-22,Anniston,Alabama,Georgia Southern University,,,,,IND,36.0,195.58,95.25432,2004-05,845122.0
54,Fennis Dembo,1,1989,1989,1966-01-24,Mobile,Alabama,University of Wyoming,30th overall,2nd round,Detroit Pistons,1988,,,,,,
55,John Douglas,2,1982,1983,1956-06-12,Town Creek,Alabama,University of Kansas,118th overall,6th round,New Orleans Jazz,1978,,,,,,
56,Leon Douglas,7,1977,1983,1954-08-26,Leighton,Alabama,University of Alabama,4th overall,1st round,Detroit Pistons,1976,,,,,,
57,John Drew,11,1975,1985,1954-09-30,Vredenburgh,Alabama,Gardner-Webb University,25th overall,2nd round,Atlanta Hawks,1974,,,,,,
58,TR Dunn,14,1978,1991,1955-02-01,Birmingham,Alabama,University of Alabama,41st overall,2nd round,Portland Trail Blazers,1977,,,,,,
59,Jim Farmer,5,1988,1994,1964-09-23,Dothan,Alabama,University of Alabama,20th overall,1st round,Dallas Mavericks,1987,,,,,,
60,Trent Forrest,2,2021,2022,1998-06-12,Dothan,Alabama,,,,,,,,,,,
61,Rod Foster,3,1984,1986,1960-10-10,Birmingham,Alabama,"University of California, Los Angeles",28th overall,2nd round,Phoenix Suns,1983,,,,,,
62,Mickell Gladness,1,2012,2012,1986-07-26,Birmingham,Alabama,Alabama A&M University,,,,,GSW,25.0,210.82,99.79024,2011-12,248263.0
63,Orlando Graham,1,1989,1989,1965-05-05,Montgomery,Alabama,"West Texas A&M University, Auburn University at Montgomery",40th overall,2nd round,Miami Heat,1988,,,,,,
64,Travis Grant,4,1973,1976,1950-01-01,Clayton,Alabama,Kentucky State University,13th overall,1st round,Los Angeles Lakers,1972,,,,,,
65,JaMychal Green,8,2015,2022,1990-06-21,Montgomery,Alabama,University of Alabama,,,,,MEM,25.0,203.2,104.32616,2014-15,244712.0
66,JaMychal Green,8,2015,2022,1990-06-21,Montgomery,Alabama,University of Alabama,,,,,MEM,26.0,205.74,102.965384,2015-16,845059.0
67,JaMychal Green,8,2015,2022,1990-06-21,Montgomery,Alabama,University of Alabama,,,,,MEM,27.0,205.74,102.965384,2016-17,980431.0
68,JaMychal Green,8,2015,2022,1990-06-21,Montgomery,Alabama,University of Alabama,,,,,MEM,28.0,205.74,102.965384,2017-18,8533333.0
69,JaMychal Green,8,2015,2022,1990-06-21,Montgomery,Alabama,University of Alabama,,,,,LAC,29.0,205.74,102.965384,2018-19,7866667.0
70,JaMychal Green,8,2015,2022,1990-06-21,Montgomery,Alabama,University of Alabama,,,,,LAC,30.0,203.2,102.965384,2019-20,4767000.0
71,Lamar Green,6,1970,1975,1947-03-22,Birmingham,Alabama,Morehead State University,33rd overall,3rd round,Phoenix Suns,1969,,,,,,
72,Donta Hall,2,2020,2021,1997-08-07,Luverne,Alabama,,,,,,BKN,22.0,205.74,103.872568,2019-20,
73,Darrin Hancock,3,1995,1997,1971-11-03,Birmingham,Alabama,University of Kansas,38th overall,2nd round,Charlotte Hornets,1994,,,,,,
74,Cecil Hankins,2,1947,1948,1922-01-06,Covin,Alabama,Oklahoma State University,,,,,,,,,,
75,James Hardy,4,1979,1982,1956-12-01,Knoxville,Alabama,University of San Francisco,11th overall,1st round,New Orleans Jazz,1978,,,,,,
76,Johnny High,4,1980,1984,1957-04-25,Birmingham,Alabama,"University of Nevada, Reno",24th overall,2nd round,Phoenix Suns,1979,,,,,,
77,Cedrick Hordges,2,1981,1982,1957-01-08,Montgomery,Alabama,"Auburn University, University of South Carolina",49th overall,3rd round,Chicago Bulls,1979,,,,,,
78,Robert Horry,16,1993,2008,1970-08-25,Andalusia,Alabama,University of Alabama,11th overall,1st round,Houston Rockets,1992,LAL,29.0,208.28,106.59412,1999-00,4800000.0
79,Robert Horry,16,1993,2008,1970-08-25,Andalusia,Alabama,University of Alabama,11th overall,1st round,Houston Rockets,1992,LAL,30.0,208.28,106.59412,2000-01,4800000.0
80,Robert Horry,16,1993,2008,1970-08-25,Andalusia,Alabama,University of Alabama,11th overall,1st round,Houston Rockets,1992,LAL,31.0,208.28,106.59412,2001-02,5300000.0
81,Robert Horry,16,1993,2008,1970-08-25,Andalusia,Alabama,University of Alabama,11th overall,1st round,Houston Rockets,1992,LAL,32.0,208.28,107.954896,2002-03,5300000.0
82,Robert Horry,16,1993,2008,1970-08-25,Andalusia,Alabama,University of Alabama,11th overall,1st round,Houston Rockets,1992,SAS,33.0,208.28,94.347136,2003-04,4500000.0
83,Robert Horry,16,1993,2008,1970-08-25,Andalusia,Alabama,University of Alabama,11th overall,1st round,Houston Rockets,1992,SAS,34.0,208.28,108.86208,2004-05,1100000.0
84,Robert Horry,16,1993,2008,1970-08-25,Andalusia,Alabama,University of Alabama,11th overall,1st round,Houston Rockets,1992,SAS,35.0,208.28,108.86208,2005-06,3000000.0
85,Robert Horry,16,1993,2008,1970-08-25,Andalusia,Alabama,University of Alabama,11th overall,1st round,Houston Rockets,1992,SAS,36.0,208.28,108.86208,2006-07,3315000.0
86,Robert Horry,16,1993,2008,1970-08-25,Andalusia,Alabama,University of Alabama,11th overall,1st round,Houston Rockets,1992,SAS,37.0,208.28,108.86208,2007-08,3630000.0
87,Elvin Ivory,1,1969,1969,1948-07-02,Birmingham,Alabama,University of Louisiana at Lafayette,,,,,,,,,,
88,Stanley Jackson,1,1994,1994,1970-10-10,Tuskegee,Alabama,University of Alabama at Birmingham,,,,,,,,,,
89,Henry James,7,1991,1998,1965-07-29,Centreville,Alabama,"South Plains College, St. Mary's University",,,,,,,,,,
90,Buck Johnson,7,1987,1993,1964-01-03,Birmingham,Alabama,University of Alabama,20th overall,1st round,Houston Rockets,1986,,,,,,
91,Ken Johnson,1,1986,1986,1962-11-07,Tuskegee,Alabama,"University of Southern California, Michigan State University",28th overall,2nd round,Chicago Bulls,1985,MIA,25.0,208.28,108.86208,2002-03,349458.0
92,Nate Johnston,1,1990,1990,1966-12-18,Birmingham,Alabama,University of Tampa,59th overall,3rd round,Miami Heat,1988,,,,,,
93,Edgar Jones,6,1981,1986,1956-06-17,Fort Rucker,Alabama,"University of Nevada, Reno",31st overall,2nd round,Milwaukee Bucks,1979,,,,,,
94,Herbert Jones,1,2022,2022,1998-10-06,Tuscaloosa,Alabama,,,,,,,,,,,
95,Walter Jordan,1,1981,1981,1956-02-19,Perry,Alabama,Purdue University,84th overall,4th round,New Jersey Nets,1978,,,,,,
96,Larry Kenon,10,1974,1983,1952-12-13,Birmingham,Alabama,University of Memphis,50th overall,3rd round,Detroit Pistons,1973,,,,,,
97,Warren Kidd,1,1994,1994,1970-09-09,Harpersville,Alabama,Middle Tennessee State University,,,,,,,,,,
98,Stan Kimbrough,2,1990,1993,1966-04-24,Tuscaloosa,Alabama,"University of Central Florida, Xavier University",,,,,,,,,,
99,Reggie King,6,1980,1985,1957-02-14,Birmingham,Alabama,University of Alabama,18th overall,1st round,Kansas City Kings,1979,,,,,,
100,Antonio Lang,6,1995,2000,1972-05-15,Mobile,Alabama,Duke University,29th overall,2nd round,Phoenix Suns,1994,PHI,28.0,203.2,92.98636,1999-00,
101,James Lang,1,2007,2007,1983-10-17,Mobile,Alabama,,48th overall,2nd round,New Orleans Hornets,2003,WAS,23.0,208.28,138.34556,2006-07,771331.0
102,Kira Lewis Jr,2,2021,2022,2001-04-06,Meridianville,Alabama,,,,,,,,,,,
103,Josh Magette,2,2018,2020,1989-11-28,Birmingham,Alabama,Alabama - Huntsville,,,,,ATL,28.0,185.42,72.57472,2017-18,77250.0
104,Josh Magette,2,2018,2020,1989-11-28,Birmingham,Alabama,Alabama - Huntsville,,,,,ORL,30.0,185.42,72.57472,2019-20,
105,Jeff Malone,13,1984,1996,1961-06-28,Mobile,Alabama,Mississippi State University,10th overall,1st round,Washington Bullets,1983,,,,,,
106,Keith McCord,1,1981,1981,1957-06-22,Birmingham,Alabama,"University of Alabama, University of Alabama at Birmingham",198th overall,10th round,Philadelphia 76ers,1979,,,,,,
107,KJ McDaniels,3,2015,2017,1993-02-09,Mobile,Alabama,Clemson University,32nd overall,2nd round,Philadelphia 76ers,2014,HOU,22.0,198.12,92.98636,2014-15,507336.0
108,KJ McDaniels,3,2015,2017,1993-02-09,Mobile,Alabama,Clemson University,32nd overall,2nd round,Philadelphia 76ers,2014,HOU,23.0,198.12,92.98636,2015-16,3189794.0
109,KJ McDaniels,3,2015,2017,1993-02-09,Mobile,Alabama,Clemson University,32nd overall,2nd round,Philadelphia 76ers,2014,BKN,24.0,198.12,92.98636,2016-17,3333333.0
110,George McGinnis,11,1972,1982,1950-08-12,Harpersville,Alabama,Indiana University,22nd overall,2nd round,Philadelphia 76ers,1973,,,,,,
111,Thales McReynolds,1,1966,1966,1943-06-08,Birmingham,Alabama,Miles College,82nd overall,11th round,Baltimore Bullets,1965,,,,,,
112,Joe Meriweather,10,1976,1985,1953-10-26,Phenix City,Alabama,Southern Illinois University,11th overall,1st round,Houston Rockets,1975,,,,,,
113,Larry Moffett,1,1978,1978,1954-11-05,Mobile,Alabama,"University of Nevada, Las Vegas",34th overall,2nd round,Houston Rockets,1977,,,,,,
114,Jamario Moon,5,2008,2012,1980-06-13,Goodwater,Alabama,Meridian Community College,,,,,TOR,28.0,203.2,92.98636,2007-08,427163.0
115,Jamario Moon,5,2008,2012,1980-06-13,Goodwater,Alabama,Meridian Community College,,,,,MIA,29.0,203.2,90.7184,2008-09,711517.0
116,Jamario Moon,5,2008,2012,1980-06-13,Goodwater,Alabama,Meridian Community College,,,,,CLE,30.0,203.2,90.7184,2009-10,2750000.0
117,Jamario Moon,5,2008,2012,1980-06-13,Goodwater,Alabama,Meridian Community College,,,,,LAC,31.0,203.2,92.98636,2010-11,3000000.0
118,Jamario Moon,5,2008,2012,1980-06-13,Goodwater,Alabama,Meridian Community College,,,,,CHA,32.0,203.2,92.98636,2011-12,
119,Xavier Moon,1,2022,2022,1995-01-02,Goodwater,Alabama,,,,,,,,,,,
120,Allen Murphy,2,1976,1977,1952-07-15,Birmingham,Alabama,University of Louisville,35th overall,2nd round,Phoenix Suns,1975,,,,,,
121,Pete Myers,9,1987,1998,1963-09-15,Mobile,Alabama,University of Arkansas at Little Rock,120th overall,6th round,Chicago Bulls,1986,,,,,,
122,Wiley Peck,1,1980,1980,1957-09-15,Montgomery,Alabama,Mississippi State University,19th overall,1st round,San Antonio Spurs,1979,,,,,,
123,Chuck Person,13,1987,2000,1964-06-27,Brantley,Alabama,Auburn University,4th overall,1st round,Indiana Pacers,1986,SEA,36.0,203.2,109.315672,1999-00,
124,Wesley Person,11,1995,2005,1971-03-28,Crenshaw,Alabama,Auburn University,23rd overall,1st round,Phoenix Suns,1994,CLE,29.0,198.12,88.45044,1999-00,4900000.0
125,Wesley Person,11,1995,2005,1971-03-28,Crenshaw,Alabama,Auburn University,23rd overall,1st round,Phoenix Suns,1994,CLE,30.0,198.12,90.7184,2000-01,5600000.0
126,Wesley Person,11,1995,2005,1971-03-28,Crenshaw,Alabama,Auburn University,23rd overall,1st round,Phoenix Suns,1994,CLE,31.0,198.12,90.7184,2001-02,6300000.0
127,Wesley Person,11,1995,2005,1971-03-28,Crenshaw,Alabama,Auburn University,23rd overall,1st round,Phoenix Suns,1994,MEM,32.0,198.12,90.7184,2002-03,7000000.0
128,Wesley Person,11,1995,2005,1971-03-28,Crenshaw,Alabama,Auburn University,23rd overall,1st round,Phoenix Suns,1994,ATL,33.0,198.12,90.7184,2003-04,7700000.0
129,Wesley Person,11,1995,2005,1971-03-28,Crenshaw,Alabama,Auburn University,23rd overall,1st round,Phoenix Suns,1994,DEN,34.0,198.12,90.7184,2004-05,1600000.0
130,Eddie Phillips,1,1983,1983,1961-09-29,Birmingham,Alabama,University of Alabama,21st overall,1st round,New Jersey Nets,1982,,,,,,
131,Stan Pietkiewicz,3,1979,1981,1956-07-14,Huntsville,Alabama,Auburn University,133rd overall,7th round,San Diego Clippers,1978,,,,,,
132,Chris Porter,1,2001,2001,1978-05-09,Abbeville,Alabama,Auburn University,55th overall,2nd round,Golden State Warriors,2000,GSW,23.0,200.66,98.883056,2000-01,316969.0
133,Cal Ramsey,2,1960,1961,1937-07-13,Selma,Alabama,New York University,13th overall,2nd round,St. Louis Hawks,1959,,,,,,
134,Theo Ratliff,16,1996,2011,1973-04-17,Demopolis,Alabama,University of Wyoming,18th overall,1st round,Detroit Pistons,1995,PHI,27.0,208.28,102.0582,1999-00,7031000.0
135,Theo Ratliff,16,1996,2011,1973-04-17,Demopolis,Alabama,University of Wyoming,18th overall,1st round,Detroit Pistons,1995,PHI,28.0,208.28,102.0582,2000-01,7800000.0
136,Theo Ratliff,16,1996,2011,1973-04-17,Demopolis,Alabama,University of Wyoming,18th overall,1st round,Detroit Pistons,1995,ATL,29.0,208.28,104.32616,2001-02,9667969.0
137,Theo Ratliff,16,1996,2011,1973-04-17,Demopolis,Alabama,University of Wyoming,18th overall,1st round,Detroit Pistons,1995,ATL,30.0,208.28,104.32616,2002-03,9375000.0
138,Theo Ratliff,16,1996,2011,1973-04-17,Demopolis,Alabama,University of Wyoming,18th overall,1st round,Detroit Pistons,1995,POR,31.0,208.28,106.59412,2003-04,10156250.0
139,Theo Ratliff,16,1996,2011,1973-04-17,Demopolis,Alabama,University of Wyoming,18th overall,1st round,Detroit Pistons,1995,POR,32.0,208.28,106.59412,2004-05,10937500.0
140,Theo Ratliff,16,1996,2011,1973-04-17,Demopolis,Alabama,University of Wyoming,18th overall,1st round,Detroit Pistons,1995,POR,33.0,208.28,106.59412,2005-06,11666666.0
141,Theo Ratliff,16,1996,2011,1973-04-17,Demopolis,Alabama,University of Wyoming,18th overall,1st round,Detroit Pistons,1995,BOS,34.0,208.28,106.59412,2006-07,11666666.0
142,Theo Ratliff,16,1996,2011,1973-04-17,Demopolis,Alabama,University of Wyoming,18th overall,1st round,Detroit Pistons,1995,DET,35.0,208.28,106.59412,2007-08,11666666.0
143,Theo Ratliff,16,1996,2011,1973-04-17,Demopolis,Alabama,University of Wyoming,18th overall,1st round,Detroit Pistons,1995,PHI,36.0,208.28,106.59412,2008-09,1262275.0
144,Theo Ratliff,16,1996,2011,1973-04-17,Demopolis,Alabama,University of Wyoming,18th overall,1st round,Detroit Pistons,1995,CHA,37.0,208.28,106.59412,2009-10,1306455.0
145,Theo Ratliff,16,1996,2011,1973-04-17,Demopolis,Alabama,University of Wyoming,18th overall,1st round,Detroit Pistons,1995,LAL,38.0,208.28,106.59412,2010-11,1352181.0
146,Oliver Robinson,1,1983,1983,1960-03-13,Birmingham,Alabama,University of Alabama at Birmingham,24th overall,2nd round,San Antonio Spurs,1982,,,,,,
147,Roy Rogers,3,1997,2000,1973-08-19,Linden,Alabama,University of Alabama,22nd overall,1st round,Vancouver Grizzlies,1996,DEN,26.0,208.28,106.59412,1999-00,
148,Curtis Rowe,8,1972,1979,1949-07-02,Bessemer,Alabama,"University of California, Los Angeles",11th overall,1st round,Detroit Pistons,1971,,,,,,
149,Willie Scott,1,1970,1970,1947-05-22,Gadsden,Alabama,Alabama State University,29th overall,2nd round,Baltimore Bullets,1969,,,,,,
150,Walter Sharpe,1,2009,2009,1986-07-18,Huntsville,Alabama,"Mississippi State University, University of Alabama at Birmingham",32nd overall,2nd round,Seattle SuperSonics,2008,DET,22.0,205.74,111.13004,2008-09,442114.0
151,Johnny Simmons,1,1947,1947,1924-07-07,Birmingham,Alabama,New York University,,,,,,,,,,
152,Doug Sims,1,1969,1969,1943-06-29,Elba,Alabama,Kent State University,,,,,,,,,,
153,Bud Stallworth,5,1973,1977,1950-01-18,Hartselle,Alabama,University of Kansas,7th overall,1st round,Seattle SuperSonics,1972,,,,,,
154,Erick Strickland,9,1997,2005,1973-11-25,Opelika,Alabama,University of Nebraska,,,,,DAL,26.0,190.5,95.25432,1999-00,
155,Erick Strickland,9,1997,2005,1973-11-25,Opelika,Alabama,University of Nebraska,,,,,VAN,27.0,190.5,95.25432,2000-01,2560000.0
156,Erick Strickland,9,1997,2005,1973-11-25,Opelika,Alabama,University of Nebraska,,,,,BOS,28.0,190.5,98.883056,2001-02,637415.0
157,Erick Strickland,9,1997,2005,1973-11-25,Opelika,Alabama,University of Nebraska,,,,,IND,29.0,190.5,95.25432,2002-03,762435.0
158,Erick Strickland,9,1997,2005,1973-11-25,Opelika,Alabama,University of Nebraska,,,,,MIL,30.0,190.5,95.25432,2003-04,1500000.0
159,Erick Strickland,9,1997,2005,1973-11-25,Opelika,Alabama,University of Nebraska,,,,,MIL,31.0,190.5,98.883056,2004-05,1650000.0
160,Craig Sword,1,2022,2022,1994-01-16,Montgomery,Alabama,,,,,,,,,,,
161,Emanuel Terry,2,2019,2022,1996-08-21,Birmingham,Alabama,Lincoln Memorial University,,,,,MIA,22.0,205.74,99.79024,2018-19,
162,Andrew Toney,8,1981,1988,1957-11-23,Birmingham,Alabama,University of Louisiana at Lafayette,8th overall,1st round,Philadelphia 76ers,1980,,,,,,
163,Ben Wallace,16,1997,2012,1974-09-10,White Hall,Alabama,Virginia Union University,,,,,ORL,25.0,205.74,108.86208,1999-00,
164,Ben Wallace,16,1997,2012,1974-09-10,White Hall,Alabama,Virginia Union University,,,,,DET,26.0,205.74,108.86208,2000-01,4000000.0
165,Ben Wallace,16,1997,2012,1974-09-10,White Hall,Alabama,Virginia Union University,,,,,DET,27.0,205.74,108.86208,2001-02,4700000.0
166,Ben Wallace,16,1997,2012,1974-09-10,White Hall,Alabama,Virginia Union University,,,,,DET,28.0,205.74,108.86208,2002-03,5200000.0
167,Ben Wallace,16,1997,2012,1974-09-10,White Hall,Alabama,Virginia Union University,,,,,DET,29.0,205.74,108.86208,2003-04,5500000.0
